match_id,player,role,total_points,batting_points,bowling_points,fielding_points,runs,boundaries,sixes,strike_rate,balls_faced,wickets,lbw_bowled,maidens,economy_rate,overs_bowled,catches,stumpings,run_outs
2010_54,TL Suman,Batsman,6.0,6.0,0.0,0.0,5,1,0,83.33333333333334,6,0,0,0,0.0,0.0,0,0,0
2010_54,RG Sharma,Batting All-Rounder,41.0,13.0,0.0,28.0,11,2,0,110.00000000000001,10,0,0,0,0.0,0.0,3,0,0
2010_54,A Symonds,Batsman,87.0,81.0,6.0,0.0,54,3,5,180.0,30,0,0,0,4.0,2.0,0,0,0
2010_54,MR Marsh,All-Rounder,36.0,11.0,25.0,0.0,13,0,0,68.42105263157895,19,1,0,0,8.76923076923077,2.1666666666666665,0,0,0
2010_54,B Sumanth,Batsman,3.0,3.0,0.0,0.0,7,0,0,58.333333333333336,12,0,0,0,0.0,0.0,0,0,0
2010_54,WPUJC Vaas,Bowler,32.0,3.0,29.0,0.0,3,0,0,37.5,8,1,0,0,5.25,4.0,0,0,0
2010_54,R Sharma,Batsman,18.0,16.0,2.0,0.0,14,2,0,175.0,8,0,0,0,6.959999999999999,4.166666666666667,0,0,0
2010_54,DA Warner,Batsman,6.0,6.0,0.0,0.0,5,1,0,125.0,4,0,0,0,0.0,0.0,0,0,0
2010_54,V Sehwag,Batsman,10.0,10.0,0.0,0.0,8,2,0,133.33333333333331,6,0,0,0,0.0,0.0,0,0,0
2010_54,TM Dilshan,Batsman,13.0,13.0,0.0,0.0,11,2,0,100.0,11,0,0,0,14.0,1.0,0,0,0
2010_54,G Gambhir,Batting All-Rounder,12.0,4.0,0.0,8.0,4,0,0,44.44444444444444,9,0,0,0,0.0,0.0,1,0,0
2010_54,M Manhas,Batting All-Rounder,47.0,25.0,0.0,22.0,23,2,0,104.54545454545455,22,0,0,0,0.0,0.0,2,0,1
2010_54,PD Collingwood,Batsman,91.0,66.0,25.0,0.0,51,1,3,118.6046511627907,43,1,0,0,7.666666666666667,3.0,0,0,0
2010_54,KD Karthik,Batting All-Rounder,9.0,1.0,0.0,8.0,1,0,0,50.0,2,0,0,0,0.0,0.0,1,0,0
2010_54,A Mishra,Bowler,23.0,-2.0,25.0,0.0,4,0,0,40.0,10,1,0,0,7.0,4.0,0,0,0
2010_54,A Nehra,All-Rounder,86.0,28.0,50.0,8.0,22,2,1,137.5,16,2,0,0,8.25,4.0,1,0,0
2010_54,DP Nannes,Bowler,4.0,0.0,4.0,0.0,0,0,0,0.0,0,0,0,0,5.5,4.0,0,0,0
2010_54,UT Yadav,Bowler,60.0,0.0,60.0,0.0,0,0,0,0.0,0,2,1,0,6.0,4.166666666666667,0,0,0
2010_54,Harmeet Singh,Bowler,66.0,0.0,66.0,0.0,0,0,0,0.0,0,2,2,0,9.84,4.166666666666667,0,0,0
2010_54,PP Ojha,Bowler,64.0,0.0,64.0,0.0,0,0,0,0.0,0,2,1,0,4.0,4.0,0,0,0
2010_55,DPMD Jayawardene,Batsman,27.0,27.0,0.0,0.0,21,2,2,233.33333333333334,9,0,0,0,0.0,0.0,0,0,0
2010_55,SE Marsh,Batsman,116.0,116.0,0.0,0.0,88,8,5,149.15254237288136,59,0,0,0,0.0,0.0,0,0,0
2010_55,KC Sangakkara,Batting All-Rounder,76.0,44.0,0.0,32.0,33,5,0,137.5,24,0,0,0,0.0,0.0,1,2,0
2010_55,Yuvraj Singh,Batsman,1.0,1.0,0.0,0.0,1,0,0,25.0,4,0,0,0,7.0,1.0,0,0,0
2010_55,IK Pathan,Batsman,52.0,58.0,-6.0,0.0,44,4,1,162.96296296296296,27,0,0,0,12.272727272727273,3.6666666666666665,0,0,0
2010_55,M Vijay,Batsman,15.0,15.0,0.0,0.0,13,2,0,108.33333333333333,12,0,0,0,0.0,0.0,0,0,0
2010_55,ML Hayden,Batsman,6.0,6.0,0.0,0.0,5,1,0,62.5,8,0,0,0,0.0,0.0,0,0,0
2010_55,SK Raina,All-Rounder,98.0,65.0,33.0,0.0,46,5,3,158.6206896551724,29,1,1,0,8.25,4.0,0,0,0
2010_55,S Badrinath,Batsman,74.0,74.0,0.0,0.0,53,7,2,143.24324324324326,37,0,0,0,0.0,0.0,0,0,0
2010_55,MS Dhoni,Batsman,77.0,77.0,0.0,0.0,54,5,2,186.20689655172413,29,0,0,0,0.0,0.0,0,0,0
