batter,position,runs,balls,dismissals,innings,batting_average,batting_strike_rate
A Ashish Reddy,3,5,7,1,1,5.0,71.42857142857143
A Ashish Reddy,6,32,27,5,5,6.4,118.5185185185185
A Ashish Reddy,7,139,87,5,11,27.8,159.77011494252872
A Ashish Reddy,8,71,49,3,4,23.666666666666668,144.89795918367346
A Ashish Reddy,9,33,26,1,2,33.0,126.92307692307692
A Badoni,3,48,41,4,4,12.0,117.07317073170731
A Badoni,4,45,51,3,3,15.0,88.23529411764706
A Badoni,5,9,13,1,2,9.0,69.23076923076923
A Badoni,6,300,236,13,17,23.076923076923077,127.11864406779661
A Badoni,7,210,154,5,8,42.0,136.36363636363635
A Badoni,8,22,10,0,1,22.0,220.00000000000003
A Chandila,8,4,6,0,1,4.0,66.66666666666666
A Chandila,9,0,1,1,1,0.0,0.0
A Chopra,1,2,5,1,1,2.0,40.0
A Chopra,2,14,22,1,2,14.0,63.63636363636363
A Chopra,3,24,25,1,1,24.0,96.0
A Chopra,5,11,20,1,1,11.0,55.00000000000001
A Chopra,7,2,3,1,1,2.0,66.66666666666666
A Choudhary,10,15,12,0,1,15.0,125.0
A Choudhary,11,10,8,2,2,5.0,125.0
A Dananjaya,8,4,5,0,1,4.0,80.0
A Flintoff,4,24,25,1,1,24.0,96.0
A Flintoff,5,38,32,1,2,38.0,118.75
A Kamboj,9,2,2,0,1,2.0,100.0
A Kumble,9,7,6,0,1,7.0,116.66666666666667
A Kumble,10,22,29,2,8,11.0,75.86206896551724
A Kumble,11,6,14,0,6,6.0,42.857142857142854
A Manohar,4,30,27,4,4,7.5,111.11111111111111
A Manohar,5,51,43,2,2,25.5,118.6046511627907
A Manohar,6,132,97,6,6,22.0,136.08247422680412
A Manohar,7,18,14,2,3,9.0,128.57142857142858
A Mishra,5,15,21,1,1,15.0,71.42857142857143
A Mishra,7,51,46,4,4,12.75,110.86956521739131
A Mishra,8,175,198,16,23,10.9375,88.38383838383838
A Mishra,9,95,123,7,19,13.571428571428571,77.23577235772358
A Mishra,10,45,52,3,8,15.0,86.53846153846155
A Mithun,8,17,13,2,3,8.5,130.76923076923077
A Mithun,9,17,13,3,3,5.666666666666667,130.76923076923077
A Mukund,1,19,22,1,1,19.0,86.36363636363636
A Mukund,8,0,1,1,1,0.0,0.0
A Nehra,9,24,24,1,5,24.0,100.0
A Nehra,10,4,14,4,6,1.0,28.57142857142857
A Nehra,11,13,25,3,6,4.333333333333333,52.0
A Nortje,9,11,14,1,6,11.0,78.57142857142857
A Nortje,10,37,34,3,6,12.333333333333334,108.8235294117647
A Nortje,11,1,3,1,1,1.0,33.33333333333333
A Raghuvanshi,2,24,18,1,1,24.0,133.33333333333331
A Raghuvanshi,3,139,91,6,6,23.166666666666668,152.74725274725273
A Singh,8,0,1,1,1,0.0,0.0
A Singh,9,1,7,3,3,0.3333333333333333,14.285714285714285
A Singh,11,1,2,0,1,1.0,50.0
A Symonds,4,540,431,16,18,33.75,125.29002320185614
A Symonds,5,360,283,8,13,45.0,127.20848056537102
A Symonds,6,71,64,1,4,71.0,110.9375
A Symonds,7,3,3,1,1,3.0,100.0
A Tomar,3,4,8,1,1,4.0,50.0
A Uniyal,7,0,1,1,1,0.0,0.0
A Uniyal,8,4,6,0,1,4.0,66.66666666666666
A Zampa,8,2,7,2,2,1.0,28.57142857142857
A Zampa,9,6,8,2,2,3.0,75.0
A Zampa,10,7,10,1,1,7.0,70.0
AA Bilakhia,3,33,54,3,3,11.0,61.111111111111114
AA Bilakhia,6,12,14,0,1,12.0,85.71428571428571
AA Bilakhia,7,24,20,2,3,12.0,120.0
AA Chavan,8,11,8,1,2,11.0,137.5
AA Chavan,9,1,3,0,1,1.0,33.33333333333333
AA Jhunjhunwala,3,14,11,1,1,14.0,127.27272727272727
AA Jhunjhunwala,4,62,66,4,4,15.5,93.93939393939394
AA Jhunjhunwala,5,88,93,3,3,29.333333333333332,94.6236559139785
AA Jhunjhunwala,6,48,41,5,5,9.6,117.07317073170731
AA Jhunjhunwala,7,5,7,1,2,5.0,71.42857142857143
AA Kulkarni,2,9,8,2,2,4.5,112.5
AA Noffke,8,9,12,1,1,9.0,75.0
AB Agarkar,3,20,15,1,1,20.0,133.33333333333331
AB Agarkar,7,2,7,1,1,2.0,28.57142857142857
AB Agarkar,8,132,117,6,13,22.0,112.82051282051282
AB Agarkar,9,25,21,0,3,25.0,119.04761904761905
AB Barath,1,33,28,1,1,33.0,117.85714285714286
AB Barath,5,2,5,0,1,2.0,40.0
AB Barath,6,7,10,1,1,7.0,70.0
AB Dinda,9,0,1,1,1,0.0,0.0
AB Dinda,10,18,30,4,7,4.5,60.0
AB Dinda,11,8,19,4,8,2.0,42.10526315789473
AB McDonald,1,30,19,1,1,30.0,157.89473684210526
AB McDonald,5,9,13,2,2,4.5,69.23076923076923
AB McDonald,6,29,24,1,3,29.0,120.83333333333333
AB McDonald,7,55,47,1,3,55.0,117.02127659574468
AB de Villiers,1,6,7,1,2,6.0,85.71428571428571
AB de Villiers,2,264,169,3,6,88.0,156.2130177514793
AB de Villiers,3,2037,1355,43,56,47.372093023255815,150.33210332103323
AB de Villiers,4,1866,1303,49,68,38.08163265306123,143.207981580967
AB de Villiers,5,927,600,26,35,35.65384615384615,154.5
AB de Villiers,6,81,53,3,5,27.0,152.83018867924528
AC Blizzard,1,119,84,6,6,19.833333333333332,141.66666666666669
AC Blizzard,2,1,7,1,1,1.0,14.285714285714285
AC Gilchrist,1,1552,1174,55,60,28.21818181818182,132.1976149914821
AC Gilchrist,2,454,332,19,18,23.894736842105264,136.74698795180723
AC Gilchrist,3,63,49,2,2,31.5,128.57142857142858
AC Thomas,8,12,9,1,1,12.0,133.33333333333331
AC Thomas,9,7,6,1,1,7.0,116.66666666666667
AC Thomas,11,1,4,0,2,1.0,25.0
AC Voges,5,88,67,5,4,17.6,131.34328358208955
AC Voges,6,65,49,1,2,65.0,132.6530612244898
AC Voges,7,28,27,0,1,28.0,103.7037037037037
AD Hales,1,109,86,4,4,27.25,126.74418604651163
AD Hales,2,39,33,2,2,19.5,118.18181818181819
AD Mascarenhas,5,4,2,1,1,4.0,200.0
AD Mascarenhas,6,53,53,5,5,10.6,100.0
AD Mascarenhas,7,17,19,4,4,4.25,89.47368421052632
AD Mascarenhas,10,5,5,0,1,5.0,100.0
AD Mathews,4,37,25,1,3,37.0,148.0
AD Mathews,5,232,182,9,14,25.77777777777778,127.47252747252746
AD Mathews,6,397,344,18,21,22.055555555555557,115.40697674418605
AD Mathews,7,50,42,2,2,25.0,119.04761904761905
AD Mathews,8,8,6,1,1,8.0,133.33333333333331
AD Nath,3,13,16,1,1,13.0,81.25
AD Nath,4,24,20,1,1,24.0,120.0
AD Nath,5,12,20,2,2,6.0,60.0
AD Nath,6,33,26,3,3,11.0,126.92307692307692
AD Nath,7,8,17,3,3,2.6666666666666665,47.05882352941176
AD Russell,1,4,3,1,1,4.0,133.33333333333331
AD Russell,3,128,69,2,4,64.0,185.5072463768116
AD Russell,4,255,167,14,14,18.214285714285715,152.69461077844312
AD Russell,5,437,259,17,20,25.705882352941178,168.72586872586874
AD Russell,6,737,433,29,36,25.413793103448278,170.2078521939954
AD Russell,7,778,475,16,23,48.625,163.78947368421052
AD Russell,8,149,109,5,7,29.8,136.69724770642202
AF Milne,8,23,30,4,5,5.75,76.66666666666667
AF Milne,11,0,1,1,1,0.0,0.0
AG Murtaza,9,5,4,1,1,5.0,125.0
AG Murtaza,10,5,10,0,2,5.0,50.0
AG Paunikar,1,34,45,3,3,11.333333333333334,75.55555555555556
AG Paunikar,2,15,15,1,1,15.0,100.0
AG Paunikar,3,0,1,1,1,0.0,0.0
AJ Finch,1,614,530,25,26,24.56,115.84905660377358
AJ Finch,2,767,623,29,30,26.448275862068964,123.1139646869984
AJ Finch,3,106,109,7,7,15.142857142857142,97.24770642201835
AJ Finch,4,169,122,11,11,15.363636363636363,138.52459016393445
AJ Finch,5,409,295,10,15,40.9,138.64406779661016
AJ Finch,6,2,3,1,1,2.0,66.66666666666666
AJ Finch,7,25,14,1,1,25.0,178.57142857142858
AJ Hosein,8,16,11,0,1,16.0,145.45454545454547
AJ Turner,4,0,1,1,1,0.0,0.0
AJ Turner,5,3,9,1,2,3.0,33.33333333333333
AJ Turner,6,5,10,2,2,2.5,50.0
AJ Turner,7,16,11,1,1,16.0,145.45454545454547
AJ Tye,7,6,7,1,1,6.0,85.71428571428571
AJ Tye,8,52,46,4,7,13.0,113.04347826086956
AJ Tye,9,33,26,3,5,11.0,126.92307692307692
AK Markram,3,133,128,7,8,19.0,103.90625
AK Markram,4,756,580,22,27,34.36363636363637,130.3448275862069
AK Markram,5,106,79,4,7,26.5,134.17721518987344
AL Menaria,3,52,59,5,5,10.4,88.13559322033898
AL Menaria,4,179,151,6,6,29.833333333333332,118.5430463576159
AL Menaria,5,78,75,5,5,15.6,104.0
AL Menaria,6,86,77,6,6,14.333333333333334,111.68831168831169
AL Menaria,7,6,5,0,1,6.0,120.0
AM Nayar,1,32,32,4,3,8.0,100.0
AM Nayar,3,88,77,4,5,22.0,114.28571428571428
AM Nayar,4,82,87,4,5,20.5,94.25287356321839
AM Nayar,5,118,123,8,10,14.75,95.9349593495935
AM Nayar,6,261,181,11,17,23.727272727272727,144.1988950276243
AM Nayar,7,85,80,7,9,12.142857142857142,106.25
AM Nayar,8,6,8,1,1,6.0,75.0
AM Rahane,1,2497,2051,82,87,30.451219512195124,121.74549000487566
AM Rahane,2,1220,1064,37,43,32.972972972972975,114.66165413533835
AM Rahane,3,684,559,27,29,25.333333333333332,122.3613595706619
AM Rahane,4,120,77,4,5,30.0,155.84415584415586
AM Rahane,5,74,60,2,2,37.0,123.33333333333334
AM Rahane,6,19,18,1,2,19.0,105.55555555555556
AM Rahane,7,16,17,2,2,8.0,94.11764705882352
AM Rahane,8,12,12,1,1,12.0,100.0
AN Ahmed,7,4,1,0,1,4.0,400.0
AN Ahmed,9,10,5,1,3,10.0,200.0
AN Ahmed,10,22,21,0,2,22.0,104.76190476190477
AN Ghosh,3,7,7,1,1,7.0,100.0
AN Ghosh,6,0,1,1,1,0.0,0.0
AP Dole,9,30,19,1,1,30.0,157.89473684210526
AP Dole,10,4,4,1,1,4.0,100.0
AP Majumdar,4,39,28,2,2,19.5,139.28571428571428
AP Majumdar,5,48,49,2,2,24.0,97.95918367346938
AP Tare,1,19,27,3,3,6.333333333333333,70.37037037037037
AP Tare,2,210,181,11,11,19.09090909090909,116.02209944751381
AP Tare,3,56,48,6,6,9.333333333333334,116.66666666666667
AP Tare,6,30,18,3,3,10.0,166.66666666666669
AP Tare,7,24,11,1,4,24.0,218.18181818181816
AR Bawne,7,12,12,0,1,12.0,100.0
AR Patel,3,75,49,2,2,37.5,153.0612244897959
AR Patel,4,51,50,4,4,12.75,102.0
AR Patel,5,115,91,6,9,19.166666666666668,126.37362637362637
AR Patel,6,394,377,20,28,19.7,104.50928381962865
AR Patel,7,829,606,34,52,24.38235294117647,136.7986798679868
AR Patel,8,188,144,11,16,17.09090909090909,130.55555555555557
AR Patel,9,1,1,1,1,1.0,100.0
AS Joseph,8,15,14,1,2,15.0,107.14285714285714
AS Joseph,9,1,1,0,1,1.0,100.0
AS Joseph,10,11,17,0,2,11.0,64.70588235294117
AS Rajpoot,10,12,20,2,3,6.0,60.0
AS Rajpoot,11,14,21,2,4,7.0,66.66666666666666
AS Raut,4,11,15,2,1,5.5,73.33333333333333
AS Raut,6,3,5,1,2,3.0,60.0
AS Raut,7,128,115,8,11,16.0,111.30434782608695
AS Raut,8,52,37,0,2,52.0,140.54054054054055
AS Roy,3,4,5,1,1,4.0,80.0
AS Roy,8,6,8,1,2,6.0,75.0
AS Roy,9,16,11,1,3,16.0,145.45454545454547
AS Yadav,6,16,11,2,2,8.0,145.45454545454547
AS Yadav,7,18,18,4,2,4.5,100.0
AS Yadav,8,15,11,1,2,15.0,136.36363636363635
AT Carey,6,32,29,2,3,16.0,110.34482758620689
AT Rayudu,1,2,11,2,2,1.0,18.181818181818183
AT Rayudu,2,549,406,15,15,36.6,135.2216748768473
AT Rayudu,3,1169,1015,39,42,29.974358974358974,115.17241379310346
AT Rayudu,4,1061,921,38,47,27.92105263157895,115.20086862106407
AT Rayudu,5,973,742,35,45,27.8,131.13207547169813
AT Rayudu,6,518,352,21,30,24.666666666666668,147.1590909090909
AT Rayudu,7,76,43,2,4,38.0,176.74418604651163
AU Rashid,8,22,17,2,2,11.0,129.41176470588235
AUK Pathan,3,14,6,1,1,14.0,233.33333333333334
AUK Pathan,4,4,4,1,1,4.0,100.0
AUK Pathan,5,7,6,2,2,3.5,116.66666666666667
AUK Pathan,6,14,10,1,3,14.0,140.0
Abdul Basith,8,1,1,0,1,1.0,100.0
Abdul Samad,2,2,2,1,1,2.0,100.0
Abdul Samad,4,15,12,2,2,7.5,125.0
Abdul Samad,5,80,45,3,5,26.666666666666668,177.77777777777777
Abdul Samad,6,96,69,7,7,13.714285714285714,139.1304347826087
Abdul Samad,7,379,270,17,23,22.294117647058822,140.37037037037038
Abdul Samad,8,7,10,2,2,3.5,70.0
Abdur Razzak,11,0,2,0,1,0.0,0.0
Abhishek Sharma,1,603,416,20,20,30.15,144.9519230769231
Abhishek Sharma,2,380,248,16,16,23.75,153.2258064516129
Abhishek Sharma,3,161,79,4,4,40.25,203.7974683544304
Abhishek Sharma,4,5,5,1,1,5.0,100.0
Abhishek Sharma,5,86,67,5,6,17.2,128.3582089552239
Abhishek Sharma,6,125,100,8,12,15.625,125.0
Abhishek Sharma,7,12,6,1,1,12.0,200.0
Abhishek Sharma,8,5,4,0,1,5.0,125.0
Abishek Porel,2,101,64,3,2,33.666666666666664,157.8125
Abishek Porel,3,119,85,4,4,29.75,140.0
Abishek Porel,4,57,37,3,3,19.0,154.05405405405406
Abishek Porel,6,34,29,3,3,11.333333333333334,117.24137931034481
Abishek Porel,7,9,7,0,1,9.0,128.57142857142858
Abishek Porel,8,8,12,2,2,4.0,66.66666666666666
Abishek Porel,9,32,10,1,1,32.0,320.0
Akash Deep,9,0,2,1,1,0.0,0.0
Akash Deep,10,2,2,0,1,2.0,100.0
Akash Deep,11,17,8,1,1,17.0,212.5
Akash Madhwal,11,4,5,0,1,4.0,80.0
Aman Hakim Khan,6,20,20,2,2,10.0,100.0
Aman Hakim Khan,7,62,62,4,4,15.5,100.0
Aman Hakim Khan,8,28,24,2,3,14.0,116.66666666666667
Aman Hakim Khan,9,5,3,1,1,5.0,166.66666666666669
Anirudh Singh,2,40,42,1,1,40.0,95.23809523809523
Anirudh Singh,5,9,12,1,1,9.0,75.0
Anirudh Singh,6,14,15,2,2,7.0,93.33333333333333
Ankit Sharma,1,30,27,1,1,30.0,111.11111111111111
Ankit Sharma,6,4,4,1,1,4.0,100.0
Ankit Sharma,7,26,18,2,2,13.0,144.44444444444443
Ankit Sharma,9,3,3,0,1,3.0,100.0
Ankit Sharma,10,24,17,3,5,8.0,141.1764705882353
Ankit Soni,9,0,6,1,1,0.0,0.0
Ankit Soni,11,7,3,1,2,7.0,233.33333333333334
Anmolpreet Singh,1,105,83,4,4,26.25,126.50602409638554
Anmolpreet Singh,2,16,14,1,1,16.0,114.28571428571428
Anmolpreet Singh,3,18,20,4,4,4.5,90.0
Anuj Rawat,1,4,6,1,1,4.0,66.66666666666666
Anuj Rawat,2,125,117,6,7,20.833333333333332,106.83760683760684
Anuj Rawat,3,15,15,2,2,7.5,100.0
Anuj Rawat,5,0,1,1,1,0.0,0.0
Anuj Rawat,6,81,68,3,5,27.0,119.11764705882352
Anuj Rawat,7,67,49,0,3,67.0,136.73469387755102
Anuj Rawat,8,26,20,1,2,26.0,130.0
Anureet Singh,8,15,12,1,1,15.0,125.0
Anureet Singh,9,10,25,2,3,5.0,40.0
Anureet Singh,10,8,6,1,3,8.0,133.33333333333331
Anureet Singh,11,3,4,0,1,3.0,75.0
Arjun Tendulkar,9,13,9,1,1,13.0,144.44444444444443
Arshad Khan,6,2,5,2,2,1.0,40.0
Arshad Khan,8,59,36,2,2,29.5,163.88888888888889
Arshad Khan,9,35,26,0,2,35.0,134.6153846153846
Arshad Khan (2),8,5,4,1,1,5.0,125.0
Arshdeep Singh,9,9,17,1,1,9.0,52.94117647058824
Arshdeep Singh,10,1,6,1,3,1.0,16.666666666666664
Arshdeep Singh,11,19,19,3,7,6.333333333333333,100.0
Ashutosh Sharma,6,2,4,1,1,2.0,50.0
Ashutosh Sharma,7,23,29,2,3,11.5,79.3103448275862
Ashutosh Sharma,8,164,85,5,5,32.8,192.94117647058823
Atharva Taide,1,65,46,4,4,16.25,141.30434782608697
Atharva Taide,2,19,12,1,1,19.0,158.33333333333331
Atharva Taide,3,163,119,3,4,54.333333333333336,136.9747899159664
Avesh Khan,9,9,6,0,2,9.0,150.0
Avesh Khan,10,32,18,1,6,32.0,177.77777777777777
Avesh Khan,11,0,1,0,1,0.0,0.0
Azhar Mahmood,2,0,4,1,1,0.0,0.0
Azhar Mahmood,3,168,115,4,4,42.0,146.08695652173913
Azhar Mahmood,4,31,20,1,1,31.0,155.0
Azhar Mahmood,5,50,46,4,4,12.5,108.69565217391303
Azhar Mahmood,6,62,60,4,5,15.5,103.33333333333334
Azhar Mahmood,7,71,58,4,5,17.75,122.41379310344827
Azhar Mahmood,8,6,8,1,1,6.0,75.0
Azmatullah Omarzai,4,18,13,2,2,9.0,138.46153846153845
Azmatullah Omarzai,5,13,10,1,1,13.0,130.0
Azmatullah Omarzai,6,11,11,1,1,11.0,100.0
B Akhil,7,74,52,5,9,14.8,142.30769230769232
B Akhil,8,0,2,1,1,0.0,0.0
B Akhil,10,2,3,1,1,2.0,66.66666666666666
B Chipli,1,18,19,2,2,9.0,94.73684210526315
B Chipli,2,2,11,1,1,2.0,18.181818181818183
B Chipli,3,86,91,6,5,14.333333333333334,94.5054945054945
B Chipli,4,67,44,1,2,67.0,152.27272727272728
B Chipli,5,40,41,4,4,10.0,97.5609756097561
B Chipli,6,54,40,1,5,54.0,135.0
B Chipli,7,13,10,1,2,13.0,130.0
B Indrajith,1,15,23,2,2,7.5,65.21739130434783
B Indrajith,4,6,8,1,1,6.0,75.0
B Kumar,8,60,78,10,15,6.0,76.92307692307693
B Kumar,9,194,208,18,36,10.777777777777779,93.26923076923077
B Kumar,10,51,47,5,11,10.2,108.51063829787233
B Kumar,11,1,5,1,3,1.0,20.0
B Laughlin,9,0,1,1,1,0.0,0.0
B Laughlin,11,5,12,1,3,5.0,41.66666666666667
B Lee,6,1,2,1,1,1.0,50.0
B Lee,7,4,5,1,2,4.0,80.0
B Lee,8,61,50,3,9,20.333333333333332,122.0
B Lee,9,58,45,5,7,11.6,128.88888888888889
B Sai Sudharsan,1,169,104,3,3,56.333333333333336,162.5
B Sai Sudharsan,2,67,60,1,2,67.0,111.66666666666667
B Sai Sudharsan,3,686,522,15,17,45.733333333333334,131.4176245210728
B Sai Sudharsan,4,112,84,2,3,56.0,133.33333333333331
B Stanlake,11,5,2,0,1,5.0,250.0
B Sumanth,7,29,34,1,3,29.0,85.29411764705883
B Sumanth,8,6,4,0,1,6.0,150.0
BA Bhatt,11,6,7,0,2,6.0,85.71428571428571
BA Stokes,1,65,55,4,4,16.25,118.18181818181819
BA Stokes,2,124,99,6,5,20.666666666666668,125.25252525252526
BA Stokes,3,131,83,2,3,65.5,157.83132530120483
BA Stokes,4,287,223,13,14,22.076923076923077,128.69955156950672
BA Stokes,5,246,200,12,13,20.5,123.0
BA Stokes,6,82,58,4,4,20.5,141.3793103448276
BAW Mendis,9,2,5,2,2,1.0,40.0
BAW Mendis,11,1,1,0,1,1.0,100.0
BB McCullum,1,766,649,31,31,24.70967741935484,118.02773497688752
BB McCullum,2,1824,1399,62,65,29.419354838709676,130.37884203002145
BB McCullum,3,262,190,9,10,29.11111111111111,137.89473684210526
BB McCullum,4,25,27,3,2,8.333333333333334,92.5925925925926
BB McCullum,6,5,7,1,1,5.0,71.42857142857143
BB Samantray,5,102,98,4,4,25.5,104.08163265306123
BB Samantray,6,2,2,0,1,2.0,100.0
BB Samantray,7,21,16,1,3,21.0,131.25
BB Sran,8,3,3,0,1,3.0,100.0
BB Sran,9,5,9,1,5,5.0,55.55555555555556
BB Sran,10,2,2,0,1,2.0,100.0
BCJ Cutting,3,2,4,1,1,2.0,50.0
BCJ Cutting,5,38,22,1,2,38.0,172.72727272727272
BCJ Cutting,6,84,49,4,7,21.0,171.42857142857142
BCJ Cutting,7,58,34,2,3,29.0,170.58823529411765
BCJ Cutting,8,56,37,3,4,18.666666666666668,151.35135135135135
BE Hendricks,9,1,3,1,2,1.0,33.33333333333333
BJ Haddin,2,18,11,1,1,18.0,163.63636363636365
BJ Hodge,1,50,49,2,2,25.0,102.04081632653062
BJ Hodge,2,63,65,4,4,15.75,96.92307692307692
BJ Hodge,3,329,270,7,9,47.0,121.85185185185186
BJ Hodge,4,280,254,12,18,23.333333333333332,110.23622047244095
BJ Hodge,5,430,333,15,19,28.666666666666668,129.12912912912913
BJ Hodge,6,84,72,3,6,28.0,116.66666666666667
BJ Hodge,7,85,51,1,3,85.0,166.66666666666669
BJ Hodge,8,79,59,2,2,39.5,133.89830508474577
BJ Rohrer,3,0,1,1,1,0.0,0.0
BJ Rohrer,4,13,14,1,1,13.0,92.85714285714286
BJ Rohrer,5,120,87,2,4,60.0,137.93103448275863
BJ Rohrer,6,60,44,3,3,20.0,136.36363636363635
BMAJ Mendis,5,11,10,2,2,5.5,110.00000000000001
BMAJ Mendis,6,12,17,1,1,12.0,70.58823529411765
BR Dunk,1,40,36,3,3,13.333333333333334,111.11111111111111
BR Sharath,4,2,5,1,1,2.0,40.0
Basil Thampi,9,28,28,1,5,28.0,100.0
Basil Thampi,10,4,9,1,2,4.0,44.44444444444444
Bipul Sharma,6,19,16,1,2,19.0,118.75
Bipul Sharma,7,50,41,4,6,12.5,121.95121951219512
Bipul Sharma,8,96,55,1,7,96.0,174.54545454545453
Bipul Sharma,9,22,12,0,2,22.0,183.33333333333331
C Green,1,6,4,1,1,6.0,150.0
C Green,2,23,19,1,1,23.0,121.05263157894737
C Green,3,459,291,11,12,41.72727272727273,157.7319587628866
C Green,4,38,20,0,1,38.0,190.0
C Green,5,170,123,6,8,28.333333333333332,138.21138211382114
C Green,6,3,4,1,2,3.0,75.0
C Green,7,8,11,0,3,8.0,72.72727272727273
C Madan,1,15,21,1,1,15.0,71.42857142857143
C Munro,1,4,6,1,1,4.0,66.66666666666666
C Munro,2,59,35,3,3,19.666666666666668,168.57142857142858
C Munro,3,96,84,4,5,24.0,114.28571428571428
C Munro,5,14,13,1,1,14.0,107.6923076923077
C Munro,6,4,6,0,1,4.0,66.66666666666666
C Nanda,10,0,1,1,1,0.0,0.0
C Sakariya,9,13,18,3,3,4.333333333333333,72.22222222222221
C Sakariya,10,7,11,2,3,3.5,63.63636363636363
C Sakariya,11,0,2,0,1,0.0,0.0
C de Grandhomme,2,1,2,1,1,1.0,50.0
C de Grandhomme,3,31,28,1,1,31.0,110.71428571428572
C de Grandhomme,6,113,74,6,9,18.833333333333332,152.7027027027027
C de Grandhomme,7,158,125,7,10,22.571428571428573,126.4
CA Ingram,3,8,14,2,2,4.0,57.14285714285714
CA Ingram,4,82,66,2,3,41.0,124.24242424242425
CA Ingram,5,107,89,7,8,15.285714285714286,120.2247191011236
CA Ingram,6,8,14,1,2,8.0,57.14285714285714
CA Lynn,1,651,486,20,21,32.55,133.9506172839506
CA Lynn,2,571,380,14,15,40.785714285714285,150.26315789473682
CA Lynn,3,33,36,2,2,16.5,91.66666666666666
CA Lynn,4,58,52,2,2,29.0,111.53846153846155
CA Lynn,5,6,10,1,1,6.0,60.0
CA Lynn,6,10,10,0,1,10.0,100.0
CA Pujara,1,223,238,9,11,24.77777777777778,93.69747899159664
CA Pujara,2,11,13,1,1,11.0,84.61538461538461
CA Pujara,3,56,55,3,3,18.666666666666668,101.81818181818181
CA Pujara,4,50,55,0,2,50.0,90.9090909090909
CA Pujara,5,7,12,1,1,7.0,58.333333333333336
CA Pujara,6,0,1,1,1,0.0,0.0
CA Pujara,7,43,29,3,3,14.333333333333334,148.27586206896552
CH Gayle,1,2235,1515,57,62,39.21052631578947,147.5247524752475
CH Gayle,2,2007,1413,48,56,41.8125,142.03821656050954
CH Gayle,3,751,580,22,23,34.13636363636363,129.48275862068965
CH Gayle,4,4,8,1,1,4.0,50.0
CH Morris,3,17,7,0,1,17.0,242.85714285714283
CH Morris,5,11,12,2,2,5.5,91.66666666666666
CH Morris,6,162,85,6,10,27.0,190.58823529411762
CH Morris,7,159,116,9,13,17.666666666666668,137.06896551724137
CH Morris,8,260,176,9,18,28.88888888888889,147.72727272727272
CH Morris,9,9,17,3,5,3.0,52.94117647058824
CJ Anderson,3,172,118,5,6,34.4,145.76271186440678
CJ Anderson,4,2,8,1,1,2.0,25.0
CJ Anderson,5,255,200,9,13,28.333333333333332,127.49999999999999
CJ Anderson,6,91,103,7,8,13.0,88.3495145631068
CJ Anderson,7,18,7,0,1,18.0,257.14285714285717
CJ Ferguson,3,16,19,1,1,16.0,84.21052631578947
CJ Ferguson,5,44,60,3,4,14.666666666666666,73.33333333333333
CJ Ferguson,6,27,27,1,2,27.0,100.0
CJ Ferguson,7,11,13,1,1,11.0,84.61538461538461
CJ Jordan,7,22,26,4,4,5.5,84.61538461538461
CJ Jordan,8,48,46,4,6,12.0,104.34782608695652
CJ Jordan,9,6,4,0,1,6.0,150.0
CJ Jordan,10,5,5,1,1,5.0,100.0
CJ McKay,8,8,15,1,1,8.0,53.333333333333336
CK Kapugedera,5,0,2,1,1,0.0,0.0
CK Kapugedera,6,16,22,2,2,8.0,72.72727272727273
CK Langeveldt,10,8,9,2,2,4.0,88.88888888888889
CL White,2,129,93,4,5,32.25,138.70967741935485
CL White,3,205,138,6,5,34.166666666666664,148.55072463768116
CL White,4,401,334,17,21,23.58823529411765,120.05988023952096
CL White,5,161,162,7,9,23.0,99.38271604938271
CL White,6,58,41,0,4,58.0,141.46341463414635
CL White,7,17,6,1,2,17.0,283.33333333333337
CM Gautam,2,85,87,6,6,14.166666666666666,97.70114942528735
CM Gautam,3,2,3,1,1,2.0,66.66666666666666
CM Gautam,7,71,56,1,4,71.0,126.78571428571428
CM Gautam,8,11,12,1,2,11.0,91.66666666666666
CR Brathwaite,5,22,14,2,2,11.0,157.14285714285714
CR Brathwaite,6,23,12,2,2,11.5,191.66666666666669
CR Brathwaite,7,136,94,10,10,13.6,144.6808510638298
CR Woakes,7,18,20,3,4,6.0,90.0
CR Woakes,8,60,57,2,8,30.0,105.26315789473684
CRD Fernando,10,4,3,1,2,4.0,133.33333333333331
CV Varun,9,2,3,0,1,2.0,66.66666666666666
CV Varun,10,10,20,1,5,10.0,50.0
CV Varun,11,13,26,1,4,13.0,50.0
D Brevis,2,27,28,2,2,13.5,96.42857142857143
D Brevis,3,157,109,6,6,26.166666666666668,144.03669724770643
D Brevis,4,46,39,2,2,23.0,117.94871794871796
D Ferreira,7,1,3,1,1,1.0,33.33333333333333
D Ferreira,8,7,8,1,1,7.0,87.5
D Kalyankrishna,9,3,8,1,1,3.0,37.5
D Padikkal,1,314,278,9,10,34.888888888888886,112.9496402877698
D Padikkal,2,708,587,29,29,24.413793103448278,120.61328790459966
D Padikkal,3,229,182,9,9,25.444444444444443,125.82417582417582
D Padikkal,4,256,231,13,13,19.692307692307693,110.82251082251082
D Padikkal,5,25,31,2,2,12.5,80.64516129032258
D Padikkal,6,27,14,1,1,27.0,192.85714285714286
D Pretorius,8,36,24,3,4,12.0,150.0
D Pretorius,9,8,4,1,1,8.0,200.0
D Salunkhe,8,33,24,1,3,33.0,137.5
D Wiese,5,26,23,1,2,26.0,113.04347826086956
