match_id,season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,match_number
2015_41,2015,2015-05-07,KKR,DC,Eden Gardens,Kolkata,KKR,bat,KKR,13,0,PP Chawla,41
2015_42,2015,2015-05-08,CSK,MI,MA Chidambaram Stadium,Chennai,CSK,bat,MI,0,6,HH Pandya,42
2015_43,2015,2015-05-09,KKR,PBKS,Eden Gardens,Kolkata,PBKS,bat,KKR,0,1,AD Russell,43
2015_44,2015,2015-05-09,DC,SRH,Shaheed Veer Narayan Singh International Stadium,Raipur,SRH,bat,SRH,6,0,MC Henriques,44
2015_46,2015,2015-05-10,CSK,RR,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,12,0,RA Jadeja,46
2015_45,2015,2015-05-10,MI,RCB,Wankhede Stadium,Mumbai,RCB,bat,RCB,39,0,AB de Villiers,45
2015_47,2015,2015-05-11,SRH,PBKS,Rajiv Gandhi Stadium,Hyderabad,SRH,bat,SRH,5,0,DA Warner,47
2015_48,2015,2015-05-12,DC,CSK,Shaheed Veer Narayan Singh International Stadium,Raipur,CSK,bat,DC,0,6,Z Khan,48
2015_49,2015,2015-05-13,PBKS,RCB,PCA Stadium,Chandigarh,RCB,field,PBKS,22,0,AR Patel,49
2015_50,2015,2015-05-14,MI,KKR,Wankhede Stadium,Mumbai,KKR,field,MI,5,0,HH Pandya,50
2015_51,2015,2015-05-15,SRH,RCB,Rajiv Gandhi Stadium,Hyderabad,SRH,bat,RCB,0,6,V Kohli,51
2015_52,2015,2015-05-16,RR,KKR,Brabourne Stadium,Mumbai,RR,bat,RR,9,0,SR Watson,52
2015_53,2015,2015-05-16,PBKS,CSK,PCA Stadium,Chandigarh,PBKS,bat,CSK,0,7,P Negi,53
2015_54,2015,2015-05-17,RCB,DC,M Chinnaswamy Stadium,Bangalore,RCB,field,,0,0,,54
2015_55,2015,2015-05-17,SRH,MI,Rajiv Gandhi Stadium,Hyderabad,SRH,bat,MI,0,9,MJ McClenaghan,55
2015_56,2015,2015-05-19,CSK,MI,Wankhede Stadium,Mumbai,MI,bat,MI,25,0,KA Pollard,56
2015_57,2015,2015-05-20,RCB,RR,Maharashtra Cricket Association Stadium,Pune,RCB,bat,RCB,71,0,AB de Villiers,57
2015_58,2015,2015-05-22,CSK,RCB,JSCA International Stadium Complex,Ranchi,CSK,field,CSK,0,3,A Nehra,58
2015_59,2015,2015-05-24,MI,CSK,Eden Gardens,Kolkata,CSK,field,MI,41,0,RG Sharma,59
2016_01,2016,2016-04-09,MI,RPS,Wankhede Stadium,Mumbai,MI,bat,RPS,0,9,AM Rahane,1
2016_02,2016,2016-04-10,KKR,DC,Eden Gardens,Kolkata,KKR,field,KKR,0,9,AD Russell,2
2016_03,2016,2016-04-11,PBKS,GT,PCA Stadium,Chandigarh,GT,field,GT,0,5,AJ Finch,3
2016_04,2016,2016-04-12,RCB,SRH,M Chinnaswamy Stadium,Bangalore,SRH,field,RCB,45,0,AB de Villiers,4
2016_05,2016,2016-04-13,KKR,MI,Eden Gardens,Kolkata,MI,field,MI,0,6,RG Sharma,5
2016_06,2016,2016-04-14,GT,RPS,Saurashtra Cricket Association Stadium,Rajkot,RPS,bat,GT,0,7,AJ Finch,6
2016_07,2016,2016-04-15,DC,PBKS,Arun Jaitley Stadium,Delhi,DC,field,DC,0,8,A Mishra,7
2016_08,2016,2016-04-16,SRH,KKR,Rajiv Gandhi Stadium,Hyderabad,SRH,bat,KKR,0,8,G Gambhir,8
2016_09,2016,2016-04-16,MI,GT,Wankhede Stadium,Mumbai,GT,field,GT,0,3,AJ Finch,9
2016_10,2016,2016-04-17,PBKS,RPS,PCA Stadium,Chandigarh,RPS,bat,PBKS,0,6,M Vohra,10
2016_11,2016,2016-04-17,RCB,DC,M Chinnaswamy Stadium,Bangalore,DC,field,DC,0,7,Q de Kock,11
2016_12,2016,2016-04-18,SRH,MI,Rajiv Gandhi Stadium,Hyderabad,SRH,field,SRH,0,7,DA Warner,12
2016_13,2016,2016-04-19,PBKS,KKR,PCA Stadium,Chandigarh,KKR,field,KKR,0,6,RV Uthappa,13
2016_14,2016,2016-04-20,MI,RCB,Wankhede Stadium,Mumbai,MI,field,MI,0,6,RG Sharma,14
2016_15,2016,2016-04-21,GT,SRH,Saurashtra Cricket Association Stadium,Rajkot,SRH,field,SRH,0,10,B Kumar,15
2016_16,2016,2016-04-22,RPS,RCB,Maharashtra Cricket Association Stadium,Pune,RPS,field,RCB,13,0,AB de Villiers,16
2016_17,2016,2016-04-23,SRH,PBKS,Rajiv Gandhi Stadium,Hyderabad,SRH,field,SRH,0,5,Mustafizur Rahman,17
2016_18,2016,2016-04-23,DC,MI,Arun Jaitley Stadium,Delhi,MI,field,DC,10,0,SV Samson,18
2016_19,2016,2016-04-24,RPS,KKR,Maharashtra Cricket Association Stadium,Pune,KKR,field,KKR,0,2,SA Yadav,19
2016_20,2016,2016-04-24,GT,RCB,Saurashtra Cricket Association Stadium,Rajkot,RCB,bat,GT,0,6,V Kohli,20
2016_21,2016,2016-04-25,PBKS,MI,PCA Stadium,Chandigarh,PBKS,field,MI,25,0,PA Patel,21
2016_22,2016,2016-04-26,SRH,RPS,Rajiv Gandhi Stadium,Hyderabad,RPS,field,RPS,34,0,AB Dinda,22
2016_23,2016,2016-04-27,DC,GT,Arun Jaitley Stadium,Delhi,DC,field,GT,1,0,CH Morris,23
2016_24,2016,2016-04-28,MI,KKR,Wankhede Stadium,Mumbai,MI,field,MI,0,6,RG Sharma,24
2016_25,2016,2016-04-29,RPS,GT,Maharashtra Cricket Association Stadium,Pune,GT,field,GT,0,3,DR Smith,25
2016_26,2016,2016-04-30,SRH,RCB,Rajiv Gandhi Stadium,Hyderabad,RCB,field,SRH,15,0,DA Warner,26
2016_27,2016,2016-04-30,DC,KKR,Arun Jaitley Stadium,Delhi,KKR,field,DC,27,0,CR Brathwaite,27
2016_28,2016,2016-05-01,GT,PBKS,Saurashtra Cricket Association Stadium,Rajkot,GT,field,PBKS,23,0,AR Patel,28
2016_29,2016,2016-05-01,RPS,MI,Maharashtra Cricket Association Stadium,Pune,MI,field,MI,0,8,RG Sharma,29
2016_30,2016,2016-05-02,RCB,KKR,M Chinnaswamy Stadium,Bangalore,KKR,field,KKR,0,5,AD Russell,30
2016_31,2016,2016-05-03,GT,DC,Saurashtra Cricket Association Stadium,Rajkot,DC,field,DC,0,8,RR Pant,31
2016_32,2016,2016-05-04,KKR,PBKS,Eden Gardens,Kolkata,PBKS,field,KKR,7,0,AD Russell,32
2016_33,2016,2016-05-05,DC,RPS,Arun Jaitley Stadium,Delhi,RPS,field,RPS,0,7,AM Rahane,33
2016_34,2016,2016-05-06,SRH,GT,Rajiv Gandhi Stadium,Hyderabad,SRH,field,SRH,0,5,B Kumar,34
2016_35,2016,2016-05-07,RCB,RPS,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,7,V Kohli,35
2016_36,2016,2016-05-07,PBKS,DC,PCA Stadium,Chandigarh,DC,field,PBKS,9,0,MP Stoinis,36
2016_37,2016,2016-05-08,KKR,GT,Eden Gardens,Kolkata,GT,field,GT,0,5,P Kumar,37
2016_38,2016,2016-05-08,MI,SRH,ACA-VDCA Stadium,Visakhapatnam,MI,field,SRH,85,0,A Nehra,38
2016_39,2016,2016-05-09,PBKS,RCB,PCA Stadium,Chandigarh,PBKS,field,RCB,1,0,SR Watson,39
2016_40,2016,2016-05-10,RPS,SRH,ACA-VDCA Stadium,Visakhapatnam,SRH,bat,SRH,4,0,A Zampa,40
2016_41,2016,2016-05-11,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,MI,0,6,KH Pandya,41
2016_42,2016,2016-05-12,SRH,DC,Rajiv Gandhi Stadium,Hyderabad,DC,field,DC,0,7,CH Morris,42
2016_43,2016,2016-05-13,MI,PBKS,ACA-VDCA Stadium,Visakhapatnam,MI,bat,PBKS,0,7,MP Stoinis,43
2016_45,2016,2016-05-14,RCB,GT,M Chinnaswamy Stadium,Bangalore,GT,field,RCB,144,0,AB de Villiers,45
2016_44,2016,2016-05-14,KKR,RPS,Eden Gardens,Kolkata,RPS,bat,KKR,0,8,YK Pathan,44
2016_46,2016,2016-05-15,PBKS,SRH,PCA Stadium,Chandigarh,PBKS,bat,SRH,0,7,HM Amla,46
2016_47,2016,2016-05-15,MI,DC,ACA-VDCA Stadium,Visakhapatnam,DC,field,MI,80,0,KH Pandya,47
2016_48,2016,2016-05-16,KKR,RCB,Eden Gardens,Kolkata,RCB,field,RCB,0,9,V Kohli,48
2016_49,2016,2016-05-17,RPS,DC,ACA-VDCA Stadium,Visakhapatnam,RPS,field,RPS,19,0,AB Dinda,49
2016_50,2016,2016-05-18,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,RCB,82,0,V Kohli,50
2016_51,2016,2016-05-19,GT,KKR,Green Park,Kanpur,GT,field,GT,0,6,DR Smith,51
2016_52,2016,2016-05-20,DC,SRH,Shaheed Veer Narayan Singh International Stadium,Raipur,DC,field,DC,0,6,KK Nair,52
2016_53,2016,2016-05-21,GT,MI,Green Park,Kanpur,GT,field,GT,0,6,SK Raina,53
2016_54,2016,2016-05-21,RPS,PBKS,ACA-VDCA Stadium,Visakhapatnam,PBKS,bat,RPS,0,4,MS Dhoni,54
2016_55,2016,2016-05-22,DC,RCB,Shaheed Veer Narayan Singh International Stadium,Raipur,RCB,field,RCB,0,6,V Kohli,55
2016_56,2016,2016-05-22,KKR,SRH,Eden Gardens,Kolkata,SRH,field,KKR,22,0,YK Pathan,56
2016_57,2016,2016-05-24,GT,RCB,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,4,AB de Villiers,57
2016_58,2016,2016-05-25,SRH,KKR,Arun Jaitley Stadium,Delhi,KKR,field,SRH,22,0,MC Henriques,58
2016_59,2016,2016-05-27,GT,SRH,Arun Jaitley Stadium,Delhi,SRH,field,SRH,0,4,DA Warner,59
2016_60,2016,2016-05-29,RCB,SRH,M Chinnaswamy Stadium,Bangalore,SRH,bat,SRH,8,0,BCJ Cutting,60
2017_01,2017,2017-04-05,SRH,RCB,Rajiv Gandhi Stadium,Hyderabad,RCB,field,SRH,35,0,Yuvraj Singh,1
2017_02,2017,2017-04-06,RPS,MI,Maharashtra Cricket Association Stadium,Pune,RPS,field,RPS,0,7,SPD Smith,2
2017_03,2017,2017-04-07,GT,KKR,Saurashtra Cricket Association Stadium,Rajkot,KKR,field,KKR,0,10,CA Lynn,3
2017_04,2017,2017-04-08,RCB,DC,M. Chinnaswamy Stadium,Bengaluru,RCB,bat,RCB,15,0,KM Jadhav,4
2017_05,2017,2017-04-08,PBKS,RPS,Holkar Cricket Stadium,Indore,PBKS,field,PBKS,0,6,GJ Maxwell,5
2017_06,2017,2017-04-09,MI,KKR,Wankhede Stadium,Mumbai,MI,field,MI,0,4,N Rana,6
2017_07,2017,2017-04-09,SRH,GT,Rajiv Gandhi Stadium,Hyderabad,SRH,field,SRH,0,9,Rashid Khan,7
2017_08,2017,2017-04-10,PBKS,RCB,Holkar Cricket Stadium,Indore,RCB,bat,PBKS,0,8,AR Patel,8
2017_09,2017,2017-04-11,RPS,DC,Maharashtra Cricket Association Stadium,Pune,RPS,field,DC,97,0,SV Samson,9
2017_10,2017,2017-04-12,MI,SRH,Wankhede Stadium,Mumbai,MI,field,MI,0,4,JJ Bumrah,10
2017_11,2017,2017-04-13,KKR,PBKS,Eden Gardens,Kolkata,KKR,field,KKR,0,8,SP Narine,11
2017_12,2017,2017-04-14,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,MI,0,4,KA Pollard,12
2017_13,2017,2017-04-14,GT,RPS,Saurashtra Cricket Association Stadium,Rajkot,GT,field,GT,0,7,AJ Tye,13
2017_15,2017,2017-04-15,KKR,SRH,Eden Gardens,Kolkata,SRH,field,KKR,17,0,RV Uthappa,15
2017_14,2017,2017-04-15,DC,PBKS,Arun Jaitley Stadium,Delhi,DC,bat,DC,51,0,CJ Anderson,14
2017_16,2017,2017-04-16,MI,GT,Wankhede Stadium,Mumbai,MI,field,MI,0,6,N Rana,16
2017_17,2017,2017-04-16,RCB,RPS,M Chinnaswamy Stadium,Bangalore,RCB,field,RPS,27,0,BA Stokes,17
2017_18,2017,2017-04-17,DC,KKR,Arun Jaitley Stadium,Delhi,DC,bat,KKR,0,4,NM Coulter-Nile,18
2017_19,2017,2017-04-17,SRH,PBKS,Rajiv Gandhi Stadium,Hyderabad,PBKS,field,SRH,5,0,B Kumar,19
2017_20,2017,2017-04-18,GT,RCB,Saurashtra Cricket Association Stadium,Rajkot,GT,field,RCB,21,0,CH Gayle,20
2017_21,2017,2017-04-19,SRH,DC,Rajiv Gandhi Stadium,Hyderabad,SRH,bat,SRH,15,0,KS Williamson,21
2017_22,2017,2017-04-20,PBKS,MI,Holkar Cricket Stadium,Indore,MI,field,MI,0,8,JC Buttler,22
2017_23,2017,2017-04-21,KKR,GT,Eden Gardens,Kolkata,GT,field,GT,0,4,SK Raina,23
2017_24,2017,2017-04-22,MI,DC,Wankhede Stadium,Mumbai,DC,field,MI,14,0,MJ McClenaghan,24
2017_25,2017,2017-04-22,RPS,SRH,Maharashtra Cricket Association Stadium,Pune,RPS,field,RPS,0,6,MS Dhoni,25
2017_26,2017,2017-04-23,GT,PBKS,Saurashtra Cricket Association Stadium,Rajkot,GT,field,PBKS,26,0,HM Amla,26
2017_27,2017,2017-04-23,KKR,RCB,Eden Gardens,Kolkata,RCB,field,KKR,82,0,NM Coulter-Nile,27
2017_28,2017,2017-04-24,MI,RPS,Wankhede Stadium,Mumbai,MI,field,RPS,3,0,BA Stokes,28
2017_29,2017,2017-04-26,RPS,KKR,Maharashtra Cricket Association Stadium,Pune,KKR,field,KKR,0,7,RV Uthappa,29
2017_30,2017,2017-04-27,RCB,GT,M Chinnaswamy Stadium,Bangalore,GT,field,GT,0,7,AJ Tye,30
2017_31,2017,2017-04-28,KKR,DC,Eden Gardens,Kolkata,KKR,field,KKR,0,7,G Gambhir,31
2017_32,2017,2017-04-28,PBKS,SRH,PCA Stadium,Chandigarh,PBKS,field,SRH,26,0,Rashid Khan,32
2017_33,2017,2017-04-29,RPS,RCB,Maharashtra Cricket Association Stadium,Pune,RCB,field,RPS,61,0,LH Ferguson,33
2017_34,2017,2017-04-29,GT,MI,Saurashtra Cricket Association Stadium,Rajkot,GT,bat,,0,0,KH Pandya,34
2017_35,2017,2017-04-30,PBKS,DC,PCA Stadium,Chandigarh,PBKS,field,PBKS,0,10,Sandeep Sharma,35
2017_36,2017,2017-04-30,SRH,KKR,Rajiv Gandhi Stadium,Hyderabad,KKR,field,SRH,48,0,DA Warner,36
2017_37,2017,2017-05-01,MI,RCB,Wankhede Stadium,Mumbai,RCB,bat,MI,0,5,RG Sharma,37
2017_38,2017,2017-05-01,RPS,GT,Maharashtra Cricket Association Stadium,Pune,RPS,field,RPS,0,5,BA Stokes,38
2017_39,2017,2017-05-02,DC,SRH,Arun Jaitley Stadium,Delhi,DC,field,DC,0,6,Mohammed Shami,39
2017_40,2017,2017-05-03,KKR,RPS,Eden Gardens,Kolkata,RPS,field,RPS,0,4,RA Tripathi,40
2017_41,2017,2017-05-04,DC,GT,Arun Jaitley Stadium,Delhi,DC,field,DC,0,7,RR Pant,41
2017_42,2017,2017-05-05,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,RCB,field,PBKS,19,0,Sandeep Sharma,42
2017_43,2017,2017-05-06,SRH,RPS,Rajiv Gandhi Stadium,Hyderabad,SRH,field,RPS,12,0,JD Unadkat,43
2017_44,2017,2017-05-06,DC,MI,Arun Jaitley Stadium,Delhi,DC,field,MI,146,0,LMP Simmons,44
2017_46,2017,2017-05-07,RCB,KKR,M Chinnaswamy Stadium,Bangalore,KKR,field,KKR,0,6,SP Narine,46
2017_45,2017,2017-05-07,PBKS,GT,PCA Stadium,Chandigarh,GT,field,GT,0,6,DR Smith,45
2017_47,2017,2017-05-08,SRH,MI,Rajiv Gandhi Stadium,Hyderabad,MI,bat,SRH,0,7,S Dhawan,47
2017_48,2017,2017-05-09,PBKS,KKR,PCA Stadium,Chandigarh,KKR,field,PBKS,14,0,MM Sharma,48
2017_49,2017,2017-05-10,GT,DC,Green Park,Kanpur,DC,field,DC,0,2,SS Iyer,49
2017_50,2017,2017-05-11,MI,PBKS,Wankhede Stadium,Mumbai,MI,field,PBKS,7,0,WP Saha,50
2017_51,2017,2017-05-12,DC,RPS,Arun Jaitley Stadium,Delhi,DC,bat,DC,7,0,KK Nair,51
2017_52,2017,2017-05-13,KKR,MI,Eden Gardens,Kolkata,KKR,field,MI,9,0,AT Rayudu,52
2017_53,2017,2017-05-13,GT,SRH,Green Park,Kanpur,SRH,field,SRH,0,8,Mohammed Siraj,53
2017_54,2017,2017-05-14,DC,RCB,Arun Jaitley Stadium,Delhi,RCB,bat,RCB,10,0,HV Patel,54
2017_55,2017,2017-05-14,RPS,PBKS,Maharashtra Cricket Association Stadium,Pune,RPS,field,RPS,0,9,JD Unadkat,55
2017_56,2017,2017-05-16,MI,RPS,Wankhede Stadium,Mumbai,MI,field,RPS,20,0,Washington Sundar,56
2017_57,2017,2017-05-17,SRH,KKR,M Chinnaswamy Stadium,Bangalore,KKR,field,KKR,0,7,NM Coulter-Nile,57
2017_58,2017,2017-05-19,MI,KKR,M Chinnaswamy Stadium,Bangalore,MI,field,MI,0,6,KV Sharma,58
2017_59,2017,2017-05-21,MI,RPS,Rajiv Gandhi Stadium,Hyderabad,MI,bat,MI,1,0,KH Pandya,59
2018_01,2018,2018-04-07,MI,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,0,1,DJ Bravo,1
2018_02,2018,2018-04-08,DC,PBKS,Punjab Cricket Association IS Bindra Stadium,Chandigarh,PBKS,field,PBKS,0,6,KL Rahul,2
2018_03,2018,2018-04-08,RCB,KKR,Eden Gardens,Kolkata,KKR,field,KKR,0,4,SP Narine,3
2018_04,2018,2018-04-09,RR,SRH,Rajiv Gandhi International Stadium,Hyderabad,SRH,field,SRH,0,9,S Dhawan,4
2018_05,2018,2018-04-10,KKR,CSK,MA Chidambaram Stadium,Chennai,CSK,field,CSK,0,5,SW Billings,5
2018_06,2018,2018-04-11,RR,DC,Sawai Mansingh Stadium,Jaipur,DC,field,RR,10,0,SV Samson,6
2018_07,2018,2018-04-12,MI,SRH,Rajiv Gandhi International Stadium,Hyderabad,SRH,field,SRH,0,1,Rashid Khan,7
2018_08,2018,2018-04-13,PBKS,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,RCB,0,4,UT Yadav,8
2018_09,2018,2018-04-14,KKR,SRH,Eden Gardens,Kolkata,SRH,field,SRH,0,5,B Stanlake,9
2018_10,2018,2018-04-14,MI,DC,Wankhede Stadium,Mumbai,DC,field,DC,0,7,JJ Roy,10
2018_11,2018,2018-04-15,RR,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,RR,19,0,SV Samson,11
2018_12,2018,2018-04-15,PBKS,CSK,Punjab Cricket Association IS Bindra Stadium,Chandigarh,CSK,field,PBKS,4,0,CH Gayle,12
2018_13,2018,2018-04-16,KKR,DC,Eden Gardens,Kolkata,DC,field,KKR,71,0,N Rana,13
2018_14,2018,2018-04-17,MI,RCB,Wankhede Stadium,Mumbai,RCB,field,MI,46,0,RG Sharma,14
2018_15,2018,2018-04-18,RR,KKR,Sawai Mansingh Stadium,Jaipur,KKR,field,KKR,0,7,N Rana,15
2018_16,2018,2018-04-19,PBKS,SRH,Punjab Cricket Association IS Bindra Stadium,Chandigarh,PBKS,bat,PBKS,15,0,CH Gayle,16
2018_17,2018,2018-04-20,CSK,RR,Maharashtra Cricket Association Stadium,Pune,RR,field,CSK,64,0,SR Watson,17
2018_18,2018,2018-04-21,KKR,PBKS,Eden Gardens,Kolkata,PBKS,field,PBKS,0,9,KL Rahul,18
2018_19,2018,2018-04-21,DC,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,RCB,0,6,AB de Villiers,19
2018_20,2018,2018-04-22,MI,RR,Sawai Mansingh Stadium,Jaipur,MI,bat,RR,0,3,JC Archer,20
2018_21,2018,2018-04-22,CSK,SRH,Rajiv Gandhi International Stadium,Hyderabad,SRH,field,CSK,4,0,AT Rayudu,21
2018_22,2018,2018-04-23,PBKS,DC,Arun Jaitley Stadium,Delhi,DC,field,PBKS,4,0,AS Rajpoot,22
2018_23,2018,2018-04-24,SRH,MI,Wankhede Stadium,Mumbai,MI,field,SRH,31,0,Rashid Khan,23
2018_24,2018,2018-04-25,RCB,CSK,M. Chinnaswamy Stadium,Bengaluru,CSK,field,CSK,0,5,MS Dhoni,24
2018_25,2018,2018-04-26,SRH,PBKS,Rajiv Gandhi International Stadium,Hyderabad,PBKS,field,SRH,13,0,AS Rajpoot,25
2018_26,2018,2018-04-27,DC,KKR,Arun Jaitley Stadium,Delhi,KKR,field,DC,55,0,SS Iyer,26
2018_27,2018,2018-04-28,CSK,MI,Maharashtra Cricket Association Stadium,Pune,MI,field,MI,0,8,RG Sharma,27
2018_28,2018,2018-04-29,RCB,KKR,M. Chinnaswamy Stadium,Bengaluru,KKR,field,KKR,0,6,CA Lynn,28
2018_29,2018,2018-04-29,SRH,RR,Sawai Mansingh Stadium,Jaipur,SRH,bat,SRH,11,0,KS Williamson,29
2018_30,2018,2018-04-30,CSK,DC,Maharashtra Cricket Association Stadium,Pune,DC,field,CSK,13,0,SR Watson,30
2018_31,2018,2018-05-01,RCB,MI,M. Chinnaswamy Stadium,Bengaluru,MI,field,RCB,14,0,TG Southee,31
2018_32,2018,2018-05-02,DC,RR,Arun Jaitley Stadium,Delhi,RR,field,DC,4,0,RR Pant,32
2018_33,2018,2018-05-03,CSK,KKR,Eden Gardens,Kolkata,KKR,field,KKR,0,6,SP Narine,33
2018_34,2018,2018-05-04,PBKS,MI,Holkar Cricket Stadium,Indore,MI,field,MI,0,6,SA Yadav,34
2018_35,2018,2018-05-05,RCB,CSK,Maharashtra Cricket Association Stadium,Pune,CSK,field,CSK,0,6,RA Jadeja,35
2018_36,2018,2018-05-05,DC,SRH,Rajiv Gandhi International Stadium,Hyderabad,DC,bat,SRH,0,7,Rashid Khan,36
2018_37,2018,2018-05-06,RR,PBKS,Holkar Cricket Stadium,Indore,PBKS,field,PBKS,0,6,Mujeeb Ur Rahman,37
2018_38,2018,2018-05-06,MI,KKR,Wankhede Stadium,Mumbai,KKR,field,MI,13,0,HH Pandya,38
2018_39,2018,2018-05-07,SRH,RCB,Rajiv Gandhi International Stadium,Hyderabad,RCB,field,SRH,5,0,KS Williamson,39
2018_40,2018,2018-05-08,RR,PBKS,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,15,0,JC Buttler,40
2018_41,2018,2018-05-09,MI,KKR,Eden Gardens,Kolkata,KKR,field,MI,102,0,Ishan Kishan,41
2018_42,2018,2018-05-10,DC,SRH,Arun Jaitley Stadium,Delhi,DC,bat,SRH,0,9,S Dhawan,42
2018_43,2018,2018-05-11,CSK,RR,Sawai Mansingh Stadium,Jaipur,CSK,bat,RR,0,4,JC Buttler,43
2018_45,2018,2018-05-12,KKR,PBKS,Holkar Cricket Stadium,Indore,PBKS,field,KKR,31,0,SP Narine,45
2018_44,2018,2018-05-12,DC,RCB,Arun Jaitley Stadium,Delhi,RCB,field,RCB,0,5,AB de Villiers,44
2018_46,2018,2018-05-13,SRH,CSK,Maharashtra Cricket Association Stadium,Pune,CSK,field,CSK,0,8,AT Rayudu,46
2018_47,2018,2018-05-13,MI,RR,Wankhede Stadium,Mumbai,RR,field,RR,0,7,JC Buttler,47
2018_48,2018,2018-05-14,PBKS,RCB,Holkar Cricket Stadium,Indore,RCB,field,RCB,0,10,UT Yadav,48
2018_49,2018,2018-05-15,RR,KKR,Eden Gardens,Kolkata,KKR,field,KKR,0,6,Kuldeep Yadav,49
2018_50,2018,2018-05-16,MI,PBKS,Wankhede Stadium,Mumbai,PBKS,field,MI,3,0,JJ Bumrah,50
2018_51,2018,2018-05-17,RCB,SRH,M. Chinnaswamy Stadium,Bengaluru,SRH,field,RCB,14,0,AB de Villiers,51
2018_52,2018,2018-05-18,DC,CSK,Arun Jaitley Stadium,Delhi,CSK,field,DC,34,0,HV Patel,52
2018_53,2018,2018-05-19,RR,RCB,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,30,0,S Gopal,53
2018_54,2018,2018-05-19,SRH,KKR,Rajiv Gandhi International Stadium,Hyderabad,SRH,bat,KKR,0,5,CA Lynn,54
2018_55,2018,2018-05-20,DC,MI,Arun Jaitley Stadium,Delhi,DC,bat,DC,11,0,A Mishra,55
2018_56,2018,2018-05-20,PBKS,CSK,Maharashtra Cricket Association Stadium,Pune,CSK,field,CSK,0,5,L Ngidi,56
2018_57,2018,2018-05-22,SRH,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,0,2,F du Plessis,57
2018_58,2018,2018-05-23,KKR,RR,Eden Gardens,Kolkata,RR,field,KKR,25,0,AD Russell,58
2018_59,2018,2018-05-25,SRH,KKR,Eden Gardens,Kolkata,KKR,field,SRH,14,0,Rashid Khan,59
2018_60,2018,2018-05-27,SRH,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,0,8,SR Watson,60
2019_01,2019,2019-03-23,RCB,CSK,MA Chidambaram Stadium,Chennai,CSK,field,CSK,0,7,Harbhajan Singh,1
2019_02,2019,2019-03-24,DC,MI,Wankhede Stadium,Mumbai,MI,field,DC,37,0,RR Pant,2
2019_03,2019,2019-03-24,SRH,KKR,Eden Gardens,Kolkata,KKR,field,KKR,0,6,AD Russell,3
2019_04,2019,2019-03-25,PBKS,RR,Sawai Mansingh Stadium,Jaipur,RR,field,PBKS,14,0,CH Gayle,4
2019_05,2019,2019-03-26,DC,CSK,Arun Jaitley Stadium,Delhi,DC,bat,CSK,0,6,SR Watson,5
2019_06,2019,2019-03-27,KKR,PBKS,Eden Gardens,Kolkata,PBKS,field,KKR,28,0,AD Russell,6
2019_07,2019,2019-03-28,MI,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,MI,6,0,JJ Bumrah,7
2019_08,2019,2019-03-29,RR,SRH,Rajiv Gandhi International Stadium,Hyderabad,RR,bat,SRH,0,5,Rashid Khan,8
2019_09,2019,2019-03-30,MI,PBKS,Punjab Cricket Association IS Bindra Stadium,Chandigarh,PBKS,field,PBKS,0,8,MA Agarwal,9
2019_10,2019,2019-03-30,KKR,DC,Arun Jaitley Stadium,Delhi,DC,field,,0,0,PP Shaw,10
2019_11,2019,2019-03-31,SRH,RCB,Rajiv Gandhi International Stadium,Hyderabad,RCB,field,SRH,118,0,JM Bairstow,11
2019_12,2019,2019-03-31,CSK,RR,MA Chidambaram Stadium,Chennai,RR,field,CSK,8,0,MS Dhoni,12
2019_13,2019,2019-04-01,PBKS,DC,Punjab Cricket Association IS Bindra Stadium,Chandigarh,DC,field,PBKS,14,0,SM Curran,13
2019_14,2019,2019-04-02,RCB,RR,Sawai Mansingh Stadium,Jaipur,RR,field,RR,0,7,S Gopal,14
2019_15,2019,2019-04-03,MI,CSK,Wankhede Stadium,Mumbai,CSK,field,MI,37,0,HH Pandya,15
2019_16,2019,2019-04-04,DC,SRH,Arun Jaitley Stadium,Delhi,SRH,field,SRH,0,5,JM Bairstow,16
2019_17,2019,2019-04-05,RCB,KKR,M. Chinnaswamy Stadium,Bengaluru,KKR,field,KKR,0,5,AD Russell,17
2019_18,2019,2019-04-06,MI,SRH,Rajiv Gandhi International Stadium,Hyderabad,SRH,field,MI,40,0,AS Joseph,18
2019_19,2019,2019-04-06,CSK,PBKS,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,22,0,Harbhajan Singh,19
